game,price,link,release_date,game_type,image
Cosmoteer: Starship Architect & Commander,฿399.00,https://store.steampowered.com/app/799600/Cosmoteer_Starship_Architect__Commander/?snr=1_7_7_240_150_1,"24 Oct, 2022",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/799600/header.jpg?t=1667502685
PAYDAY 2,฿199.00,https://store.steampowered.com/app/218620/PAYDAY_2/?snr=1_7_7_240_150_1,"13 Aug, 2013",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/218620/header.jpg?t=1666767102
Super Robot Wars 30,"฿1,014.00",https://store.steampowered.com/app/898750/Super_Robot_Wars_30/?snr=1_7_7_240_150_1,"27 Oct, 2021",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/898750/header.jpg?t=1665993840
7 Days to Die,฿319.00,https://store.steampowered.com/app/251570/7_Days_to_Die/?snr=1_7_7_240_150_1,"13 Dec, 2013",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/251570/header.jpg?t=1650477344
World of Tanks Blitz,Free to Play,https://store.steampowered.com/app/444200/World_of_Tanks_Blitz/?snr=1_7_7_240_150_1,"9 Nov, 2016",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/444200/header.jpg?t=1665691892
Squad,฿579.00,https://store.steampowered.com/app/393380/Squad/?snr=1_7_7_240_150_1,"23 Sep, 2020",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/393380/header.jpg?t=1667413379
Planet Coaster,"฿1,425.00",https://store.steampowered.com/app/493340/Planet_Coaster/?snr=1_7_7_240_150_1,"17 Nov, 2016",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/493340/header.jpg?t=1667404274
PlateUp!,฿215.20,https://store.steampowered.com/app/1599600/PlateUp/?snr=1_7_7_240_150_1,"4 Aug, 2022",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/1599600/header.jpg?t=1666703697
Sid Meier’s Civilization® VI,"฿1,600.00",https://store.steampowered.com/app/289070/Sid_Meiers_Civilization_VI/?snr=1_7_7_240_150_1,"20 Oct, 2016",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/289070/header.jpg?t=1663263035
TRIANGLE STRATEGY,"฿1,990.00",https://store.steampowered.com/app/1850510/TRIANGLE_STRATEGY/?snr=1_7_7_240_150_1,"13 Oct, 2022",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/1850510/header.jpg?t=1667491898
Mount & Blade: Warband,฿149.75,https://store.steampowered.com/app/48700/Mount__Blade_Warband/?snr=1_7_7_240_150_1,"31 Mar, 2010",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/48700/header.jpg?t=1589227310
Kingdoms and Castles,฿143.40,https://store.steampowered.com/app/569480/Kingdoms_and_Castles/?snr=1_7_7_240_150_1,"20 Jul, 2017",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/569480/header.jpg?t=1664382360
War Robots,Free To Play,https://store.steampowered.com/app/767560/War_Robots/?snr=1_7_7_240_150_1,"4 Apr, 2018",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/767560/header.jpg?t=1661416850
Frostpunk,฿94.75,https://store.steampowered.com/app/323190/Frostpunk/?snr=1_7_7_240_150_1,"24 Apr, 2018",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/323190/header.jpg?t=1663243658
DYNASTY WARRIORS 8: Xtreme Legends Complete Edition,฿305.66,https://store.steampowered.com/app/278080/DYNASTY_WARRIORS_8_Xtreme_Legends_Complete_Edition/?snr=1_7_7_240_150_1,"13 May, 2014",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/278080/header.jpg?t=1657631101
A.V.A Global,Free To Play,https://store.steampowered.com/app/1473480/AVA_Global/?snr=1_7_7_240_150_1,"23 Aug, 2022",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/1473480/header.jpg?t=1667198298
Zero Hour,฿104.50,https://store.steampowered.com/app/1359090/Zero_Hour/?snr=1_7_7_240_150_1,"12 Aug, 2020",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/1359090/header.jpg?t=1662566436
Freestyle 2: Street Basketball,Free to Play,https://store.steampowered.com/app/339610/Freestyle_2_Street_Basketball/?snr=1_7_7_240_150_1,"1 Apr, 2015",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/339610/header.jpg?t=1665633242
Total War: THREE KINGDOMS,"฿1,159.00",https://store.steampowered.com/app/779340/Total_War_THREE_KINGDOMS/?snr=1_7_7_240_150_1,"23 May, 2019",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/779340/header.jpg?t=1666953015
Stranded: Alien Dawn,฿509.00,https://store.steampowered.com/app/1324130/Stranded_Alien_Dawn/?snr=1_7_7_240_150_1,"12 Oct, 2022",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/1324130/header.jpg?t=1666100171
Overcooked! 2,฿490.00,https://store.steampowered.com/app/728880/Overcooked_2/?snr=1_7_7_240_150_1,"7 Aug, 2018",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/728880/header.jpg?t=1643298085
Albion Online,Free to Play,https://store.steampowered.com/app/761890/Albion_Online/?snr=1_7_7_240_150_1,"16 May, 2018",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/761890/header.jpg?t=1662996017
Farthest Frontier,฿379.00,https://store.steampowered.com/app/1044720/Farthest_Frontier/?snr=1_7_7_240_150_1,"9 Aug, 2022",Strategy,https://cdn.cloudflare.steamstatic.com/steam/apps/1044720/header.jpg?t=1660235278
